date,type,ticker,nom,quantite,prix,frais
2025-03-06,DIVIDENDE,BHP.AX,BHP,0,741.11,0.00
2025-03-06,DIVIDENDE,HSBA.L,HSBC,0,80839.29,0.00
2025-03-06,DIVIDENDE,RIO.L,Rio Tinto,0,85529.92,0.00
2025-03-10,DIVIDENDE,CSL.AX,CSL,0,275.67,0.00
2025-03-10,DIVIDENDE,GOOGL,Alphabet,0,76.60,0.00
2025-03-10,DIVIDENDE,UNH,UnitedHealth,0,300.30,0.00
2025-03-10,DIVIDENDE,VALE,Vale (ADR),0,1218.59,0.00
2025-03-11,DIVIDENDE,NOVN.SW,Novartis,0,1382.50,0.00
2025-03-12,DIVIDENDE,NVDA,Nvidia,0,5.25,0.00
2025-03-13,DIVIDENDE,HD,Home Depot,0,409.40,0.00
2025-03-13,DIVIDENDE,LIN,Linde,0,262.50,0.00
2025-03-14,DIVIDENDE,KO,Coca-Cola,0,598.23,0.00
2025-03-14,DIVIDENDE,META,Meta Platforms,0,66.68,0.00
2025-03-18,DIVIDENDE,6861.T,Keyence,0,12250.00,0.00
2025-03-18,DIVIDENDE,PLD,Prologis,0,701.95,0.00
2025-03-18,DIVIDENDE,TSM,Taiwan Semiconductor (ADR),0,106.02,0.00
2025-03-20,DIVIDENDE,AVGO,Broadcom,0,184.67,0.00
2025-03-21,DIVIDENDE,CNQ.TO,Canadian Natural Resources,0,492.16,0.00
2025-03-26,DIVIDENDE,TTE.PA,TotalEnergies,0,390.26,0.00
2025-03-28,DIVIDENDE,6758.T,Sony,0,14420.00,0.00
2025-03-28,DIVIDENDE,7203.T,Toyota,0,72750.00,0.00
2025-03-28,DIVIDENDE,8035.T,Tokyo Electron,0,61803.00,0.00
2025-03-28,DIVIDENDE,8306.T,Mitsubishi UFJ,0,96681.00,0.00
2025-03-28,DIVIDENDE,9432.T,NTT,0,71214.00,0.00
2025-03-28,DIVIDENDE,NOVO-B.CO,Novo Nordisk,0,2441.10,0.00
2025-04-01,ACHAT,6861.T,Keyence,9,57880.00,5.00
2025-04-01,ACHAT,7203.T,Toyota,302,2630.50,5.00
2025-04-01,ACHAT,8035.T,Tokyo Electron,39,20250.00,5.00
2025-04-01,ACHAT,9432.T,NTT,4602,144.50,5.00
2025-04-01,ACHAT,AAPL,Apple,38,223.19,5.00
2025-04-01,ACHAT,AMZN,Amazon,71,192.17,6.31
2025-04-01,ACHAT,ASML.AS,ASML,5,619.70,5.00
2025-04-01,ACHAT,AVGO,Broadcom,144,168.52,11.22
2025-04-01,ACHAT,CAT,Caterpillar,45,330.57,6.87
2025-04-01,ACHAT,CBA.AX,Commonwealth Bank,27,153.23,5.00
2025-04-01,ACHAT,CNQ.TO,Canadian Natural Resources,153,44.82,5.00
2025-04-01,ACHAT,CSL.AX,CSL,24,251.57,5.00
2025-04-01,ACHAT,GOOGL,Alphabet,107,157.07,7.77
2025-04-01,ACHAT,HD,Home Depot,32,365.52,5.41
2025-04-01,ACHAT,INFY,Infosys (ADR),411,18.20,5.00
2025-04-01,ACHAT,MC.PA,LVMH,5,575.10,5.00
2025-04-01,ACHAT,MSFT,Microsoft,29,382.19,5.12
2025-04-01,ACHAT,NOVO-B.CO,Novo Nordisk,111,479.00,5.00
2025-04-01,ACHAT,NVDA,Nvidia,174,110.15,8.86
2025-04-01,ACHAT,SHOP.TO,Shopify,47,139.72,5.00
2025-04-01,ACHAT,SU.PA,Schneider Electric,18,215.90,5.00
2025-04-01,ACHAT,TSM,Taiwan Semiconductor (ADR),27,168.64,5.00
2025-04-01,ACHAT,UBSG.SW,UBS,172,26.80,5.00
2025-04-01,VENTE,6758.T,Sony,214,3765.00,5.00
2025-04-01,VENTE,AI.PA,Air Liquide,19,161.02,5.00
2025-04-01,VENTE,AIR.PA,Airbus,17,168.06,5.00
2025-04-01,VENTE,ALV.DE,Allianz,13,357.00,5.00
2025-04-01,VENTE,BABA,Alibaba (ADR),108,132.70,6.62
2025-04-01,VENTE,BNP.PA,BNP Paribas,103,78.49,5.00
2025-04-01,VENTE,DG.PA,Vinci,36,117.50,5.00
2025-04-01,VENTE,ISP.MI,Intesa Sanpaolo,1321,4.79,5.00
2025-04-01,VENTE,NESN.SW,Nestlé,64,90.16,5.00
2025-04-01,VENTE,V,Visa,29,346.35,5.00
2025-04-04,DIVIDENDE,JPM,JPMorgan Chase,0,452.20,0.00
2025-04-15,DIVIDENDE,UBSG.SW,UBS,0,1011.42,0.00
2025-04-21,DIVIDENDE,CAT,Caterpillar,0,328.53,0.00
2025-04-21,DIVIDENDE,PG,Procter & Gamble,0,431.26,0.00
2025-04-22,DIVIDENDE,AIR.PA,Airbus,0,483.00,0.00
2025-04-22,DIVIDENDE,DG.PA,Vinci,0,851.00,0.00
2025-04-22,DIVIDENDE,NESN.SW,Nestlé,0,1232.20,0.00
2025-04-24,DIVIDENDE,MC.PA,LVMH,0,345.00,0.00
2025-04-24,DIVIDENDE,RY.TO,Royal Bank of Canada,0,365.56,0.00
2025-04-25,DIVIDENDE,ASML.AS,ASML,0,79.12,0.00
2025-05-02,DIVIDENDE,COST,Costco,0,104.00,0.00
2025-05-05,DIVIDENDE,OR.PA,L'Oreal,0,546.00,0.00
2025-05-07,DIVIDENDE,EL.PA,EssilorLuxottica,0,430.55,0.00
2025-05-08,DIVIDENDE,HSBA.L,HSBC,0,21798.06,0.00
2025-05-09,DIVIDENDE,ALV.DE,Allianz,0,1170.40,0.00
2025-05-12,DIVIDENDE,AAPL,Apple,0,89.70,0.00
2025-05-12,DIVIDENDE,SAN.PA,Sanofi,0,1101.52,0.00
2025-05-13,DIVIDENDE,SU.PA,Schneider Electric,0,487.50,0.00
2025-05-13,DIVIDENDE,V,Visa,0,131.57,0.00
2025-05-14,DIVIDENDE,SAP.DE,SAP,0,263.20,0.00
2025-05-15,DIVIDENDE,MSFT,Microsoft,0,166.83,0.00
2025-05-15,DIVIDENDE,SHEL.L,Shell,0,23135.16,0.00
2025-05-15,DIVIDENDE,ULVR.L,Unilever,0,20639.99,0.00
2025-05-15,DIVIDENDE,XOM,ExxonMobil,0,668.25,0.00
2025-05-16,DIVIDENDE,0700.HK,Tencent,0,1831.50,0.00
2025-05-16,DIVIDENDE,LLY,Eli Lilly,0,139.50,0.00
2025-05-19,DIVIDENDE,AI.PA,Air Liquide,0,504.00,0.00
2025-05-19,DIVIDENDE,BNP.PA,BNP Paribas,0,1652.55,0.00
2025-05-19,DIVIDENDE,ISP.MI,Intesa Sanpaolo,0,963.93,0.00
2025-05-22,DIVIDENDE,IBE.MC,Iberdrola,0,9.51,0.00
2025-05-27,DIVIDENDE,JNJ,Johnson & Johnson,0,653.90,0.00
2025-05-27,DIVIDENDE,SAF.PA,Safran,0,324.80,0.00
2025-05-28,DIVIDENDE,1299.HK,AIA Group,0,4269.95,0.00
2025-05-30,DIVIDENDE,INFY,Infosys (ADR),0,435.36,0.00
2025-06-02,DIVIDENDE,NEE,NextEra Energy,0,573.80,0.00
2025-06-04,DIVIDENDE,LIN,Linde,0,262.50,0.00
2025-06-05,DIVIDENDE,HD,Home Depot,0,483.00,0.00
2025-06-09,DIVIDENDE,GOOGL,Alphabet,0,102.90,0.00
2025-06-11,DIVIDENDE,NVDA,Nvidia,0,6.99,0.00
2025-06-12,DIVIDENDE,BABA,Alibaba (ADR),0,466.00,0.00
2025-06-12,DIVIDENDE,TSM,Taiwan Semiconductor (ADR),0,141.96,0.00
2025-06-13,DIVIDENDE,CNQ.TO,Canadian Natural Resources,0,582.12,0.00
2025-06-13,DIVIDENDE,KO,Coca-Cola,0,598.23,0.00
2025-06-16,DIVIDENDE,META,Meta Platforms,0,66.68,0.00
2025-06-16,DIVIDENDE,UNH,UnitedHealth,0,316.03,0.00
2025-06-17,DIVIDENDE,PLD,Prologis,0,701.95,0.00
2025-06-19,DIVIDENDE,TTE.PA,TotalEnergies,0,419.90,0.00
2025-06-20,DIVIDENDE,AVGO,Broadcom,0,269.63,0.00
2025-07-01,ACHAT,7203.T,Toyota,254,2453.00,5.00
2025-07-01,ACHAT,AAPL,Apple,67,207.82,5.91
2025-07-01,ACHAT,BABA,Alibaba (ADR),68,113.97,5.00
2025-07-01,ACHAT,BHP.AX,BHP,204,36.57,5.00
2025-07-01,ACHAT,BRK-B,Berkshire Hathaway,25,489.61,5.19
2025-07-01,ACHAT,CSL.AX,CSL,18,238.24,5.00
2025-07-01,ACHAT,LLY,Eli Lilly,17,775.90,5.60
2025-07-01,ACHAT,MC.PA,LVMH,12,469.05,5.00
2025-07-01,ACHAT,NEE,NextEra Energy,162,73.06,5.02
2025-07-01,ACHAT,NESN.SW,Nestlé,54,79.15,5.00
2025-07-01,ACHAT,NOVO-B.CO,Novo Nordisk,49,438.35,5.00
2025-07-01,ACHAT,PG,Procter & Gamble,124,161.22,8.48
2025-07-01,ACHAT,PLD,Prologis,110,106.58,5.00
2025-07-01,ACHAT,RIO.L,Rio Tinto,100,4264.00,5.00
2025-07-01,ACHAT,SAN.PA,Sanofi,51,83.07,5.00
2025-07-01,ACHAT,UNH,UnitedHealth,120,326.14,16.60
2025-07-01,ACHAT,XOM,ExxonMobil,110,109.24,5.10
2025-07-01,VENTE,8035.T,Tokyo Electron,45,27070.00,5.00
2025-07-01,VENTE,AVGO,Broadcom,132,264.74,14.82
2025-07-01,VENTE,CBA.AX,Commonwealth Bank,28,182.58,5.00
2025-07-01,VENTE,IBE.MC,Iberdrola,217,16.39,5.00
2025-07-01,VENTE,MSFT,Microsoft,26,492.05,5.43
2025-07-01,VENTE,NVDA,Nvidia,139,153.30,9.04
2025-07-01,VENTE,TSM,Taiwan Semiconductor (ADR),29,224.68,5.00
2025-07-03,DIVIDENDE,JPM,JPMorgan Chase,0,452.20,0.00
2025-07-04,DIVIDENDE,IBE.MC,Iberdrola,0,688.76,0.00
2025-07-18,DIVIDENDE,PG,Procter & Gamble,0,562.32,0.00
2025-07-21,DIVIDENDE,CAT,Caterpillar,0,351.83,0.00
2025-07-21,DIVIDENDE,ENEL.MI,Enel,0,910.60,0.00
2025-07-24,DIVIDENDE,RY.TO,Royal Bank of Canada,0,380.38,0.00
2025-07-28,DIVIDENDE,ASML.AS,ASML,0,68.80,0.00
2025-07-31,DIVIDENDE,HDB,HDFC Bank (ADR),0,76.99,0.00
2025-08-01,DIVIDENDE,COST,Costco,0,104.00,0.00
2025-08-07,DIVIDENDE,AZN.L,AstraZeneca,0,16720.60,0.00
2025-08-11,DIVIDENDE,AAPL,Apple,0,107.12,0.00
2025-08-11,DIVIDENDE,HDB,HDFC Bank (ADR),0,332.32,0.00
2025-08-12,DIVIDENDE,V,Visa,0,131.57,0.00
2025-08-13,DIVIDENDE,VALE,Vale (ADR),0,1133.65,0.00
2025-08-14,DIVIDENDE,HSBA.L,HSBC,0,21767.00,0.00
2025-08-14,DIVIDENDE,RIO.L,Rio Tinto,0,63627.88,0.00
2025-08-14,DIVIDENDE,SHEL.L,Shell,0,23319.12,0.00
2025-08-14,DIVIDENDE,ULVR.L,Unilever,0,20793.96,0.00
2025-08-15,DIVIDENDE,LLY,Eli Lilly,0,165.00,0.00
2025-08-15,DIVIDENDE,NOVO-B.CO,Novo Nordisk,0,1758.75,0.00
2025-08-15,DIVIDENDE,XOM,ExxonMobil,0,777.15,0.00
2025-08-20,DIVIDENDE,CBA.AX,Commonwealth Bank,0,595.40,0.00
2025-08-21,DIVIDENDE,MSFT,Microsoft,0,145.25,0.00
2025-08-26,DIVIDENDE,JNJ,Johnson & Johnson,0,653.90,0.00
2025-08-28,DIVIDENDE,NEE,NextEra Energy,0,665.66,0.00
2025-09-04,DIVIDENDE,BHP.AX,BHP,0,1048.89,0.00
2025-09-04,DIVIDENDE,HD,Home Depot,0,483.00,0.00
2025-09-04,DIVIDENDE,LIN,Linde,0,262.50,0.00
2025-09-05,DIVIDENDE,1299.HK,AIA Group,0,1597.40,0.00
2025-09-08,DIVIDENDE,GOOGL,Alphabet,0,102.90,0.00
2025-09-09,DIVIDENDE,CSL.AX,CSL,0,428.90,0.00
2025-09-11,DIVIDENDE,NVDA,Nvidia,0,5.60,0.00
2025-09-15,DIVIDENDE,KO,Coca-Cola,0,598.23,0.00
2025-09-15,DIVIDENDE,UNH,UnitedHealth,0,581.23,0.00
2025-09-16,DIVIDENDE,PLD,Prologis,0,813.05,0.00
2025-09-16,DIVIDENDE,TSM,Taiwan Semiconductor (ADR),0,125.77,0.00
2025-09-18,DIVIDENDE,6861.T,Keyence,0,21725.00,0.00
2025-09-19,DIVIDENDE,CNQ.TO,Canadian Natural Resources,0,582.12,0.00
2025-09-22,DIVIDENDE,AVGO,Broadcom,0,191.75,0.00
2025-09-22,DIVIDENDE,META,Meta Platforms,0,66.68,0.00
2025-09-26,DIVIDENDE,BNP.PA,BNP Paribas,0,893.55,0.00
2025-09-29,DIVIDENDE,6758.T,Sony,0,15350.00,0.00
2025-09-29,DIVIDENDE,7203.T,Toyota,0,90495.00,0.00
2025-09-29,DIVIDENDE,8035.T,Tokyo Electron,0,48312.00,0.00
2025-09-29,DIVIDENDE,8306.T,Mitsubishi UFJ,0,86765.00,0.00
2025-09-29,DIVIDENDE,9432.T,NTT,0,84778.80,0.00
2025-10-01,ACHAT,6861.T,Keyence,21,55620.00,5.00
2025-10-01,ACHAT,8035.T,Tokyo Electron,34,25810.00,5.00
2025-10-01,ACHAT,9432.T,NTT,4208,154.80,5.00
2025-10-01,ACHAT,AI.PA,Air Liquide,23,159.93,5.00
2025-10-01,ACHAT,BNP.PA,BNP Paribas,45,78.34,5.00
2025-10-01,ACHAT,CBA.AX,Commonwealth Bank,45,167.06,5.00
2025-10-01,ACHAT,CNQ.TO,Canadian Natural Resources,201,44.26,5.00
2025-10-01,ACHAT,COST,Costco,23,917.34,8.99
2025-10-01,ACHAT,CSL.AX,CSL,55,198.80,5.00
2025-10-01,ACHAT,DG.PA,Vinci,28,118.40,5.00
2025-10-01,ACHAT,HD,Home Depot,28,397.02,5.00
2025-10-01,ACHAT,HDB,HDFC Bank (ADR),235,33.80,5.00
2025-10-01,ACHAT,IBE.MC,Iberdrola,205,16.17,5.00
2025-10-01,ACHAT,INFY,Infosys (ADR),619,16.37,5.00
2025-10-01,ACHAT,KO,Coca-Cola,244,66.78,6.94
2025-10-01,ACHAT,LIN,Linde,27,466.81,5.37
2025-10-01,ACHAT,NESN.SW,Nestlé,86,73.88,5.00
2025-10-01,ACHAT,NOVO-B.CO,Novo Nordisk,153,366.55,5.00
2025-10-01,ACHAT,PG,Procter & Gamble,86,153.18,5.61
2025-10-01,ACHAT,SAP.DE,SAP,22,227.80,5.00
2025-10-01,ACHAT,SHEL.L,Shell,174,2680.50,5.00
2025-10-01,ACHAT,TTE.PA,TotalEnergies,98,51.59,5.00
2025-10-01,ACHAT,ULVR.L,Unilever,130,4675.66,5.00
2025-10-01,ACHAT,V,Visa,49,347.83,7.26
2025-10-01,DIVIDENDE,TTE.PA,TotalEnergies,0,419.90,0.00
2025-10-01,VENTE,0700.HK,Tencent,51,663.00,5.00
2025-10-01,VENTE,AAPL,Apple,41,255.45,5.00
2025-10-01,VENTE,ASML.AS,ASML,6,841.40,5.00
2025-10-01,VENTE,AVGO,Broadcom,41,333.39,5.82
2025-10-01,VENTE,BABA,Alibaba (ADR),93,182.78,7.24
2025-10-01,VENTE,CAT,Caterpillar,36,480.82,7.37
2025-10-01,VENTE,GOOGL,Alphabet,103,244.90,10.75
2025-10-01,VENTE,HSBA.L,HSBC,278,1050.80,5.00
2025-10-01,VENTE,NVDA,Nvidia,54,187.24,5.00
2025-10-01,VENTE,SHOP.TO,Shopify,64,208.62,5.00
2025-10-01,VENTE,TSM,Taiwan Semiconductor (ADR),21,288.47,5.00
2025-10-06,DIVIDENDE,JPM,JPMorgan Chase,0,484.50,0.00
2025-10-14,DIVIDENDE,DG.PA,Vinci,0,270.90,0.00
2025-10-20,DIVIDENDE,CAT,Caterpillar,0,297.47,0.00
2025-10-24,DIVIDENDE,PG,Procter & Gamble,0,653.23,0.00
2025-10-27,DIVIDENDE,INFY,Infosys (ADR),0,599.07,0.00
2025-10-27,DIVIDENDE,RY.TO,Royal Bank of Canada,0,380.38,0.00
2025-10-28,DIVIDENDE,ASML.AS,ASML,0,59.20,0.00
2025-10-31,DIVIDENDE,COST,Costco,0,133.90,0.00
2025-11-06,DIVIDENDE,HSBA.L,HSBC,0,20128.68,0.00
2025-11-06,DIVIDENDE,ULVR.L,Unilever,0,26602.38,0.00
2025-11-10,DIVIDENDE,AAPL,Apple,0,96.46,0.00
2025-11-12,DIVIDENDE,V,Visa,0,182.24,0.00
2025-11-13,DIVIDENDE,SHEL.L,Shell,0,28192.50,0.00
2025-11-14,DIVIDENDE,LLY,Eli Lilly,0,165.00,0.00
2025-11-14,DIVIDENDE,XOM,ExxonMobil,0,808.55,0.00
2025-11-20,DIVIDENDE,MSFT,Microsoft,0,159.25,0.00
2025-11-21,DIVIDENDE,NEE,NextEra Energy,0,665.66,0.00
2025-11-24,DIVIDENDE,ISP.MI,Intesa Sanpaolo,0,1048.48,0.00
2025-11-25,DIVIDENDE,JNJ,Johnson & Johnson,0,653.90,0.00
2025-12-01,DIVIDENDE,KO,Coca-Cola,0,722.67,0.00
2025-12-02,DIVIDENDE,MC.PA,LVMH,0,319.00,0.00
2025-12-03,DIVIDENDE,LIN,Linde,0,303.00,0.00
2025-12-04,DIVIDENDE,HD,Home Depot,0,547.40,0.00
2025-12-04,DIVIDENDE,NVDA,Nvidia,0,5.06,0.00
2025-12-08,DIVIDENDE,GOOGL,Alphabet,0,81.27,0.00
2025-12-08,DIVIDENDE,UNH,UnitedHealth,0,581.23,0.00
2025-12-11,DIVIDENDE,TSM,Taiwan Semiconductor (ADR),0,110.22,0.00
2025-12-12,DIVIDENDE,CNQ.TO,Canadian Natural Resources,0,700.31,0.00
2025-12-12,DIVIDENDE,VALE,Vale (ADR),0,2182.36,0.00
2025-12-15,DIVIDENDE,META,Meta Platforms,0,66.68,0.00
2025-12-16,DIVIDENDE,PLD,Prologis,0,813.05,0.00
2025-12-22,DIVIDENDE,AVGO,Broadcom,0,184.60,0.00
2025-12-31,DIVIDENDE,TTE.PA,TotalEnergies,0,503.20,0.00
2026-01-02,ACHAT,0700.HK,Tencent,47,623.00,5.00
2026-01-02,ACHAT,6758.T,Sony,344,4024.00,5.00
2026-01-02,ACHAT,6861.T,Keyence,11,56680.00,5.00
2026-01-02,ACHAT,AI.PA,Air Liquide,34,144.55,5.00
2026-01-02,ACHAT,AMZN,Amazon,44,226.50,5.00
2026-01-02,ACHAT,BABA,Alibaba (ADR),51,155.74,5.00
2026-01-02,ACHAT,BRK-B,Berkshire Hathaway,28,496.85,5.92
2026-01-02,ACHAT,COST,Costco,15,854.50,5.45
2026-01-02,ACHAT,CSL.AX,CSL,51,171.96,5.00
2026-01-02,ACHAT,EL.PA,EssilorLuxottica,13,265.50,5.00
2026-01-02,ACHAT,HD,Home Depot,53,345.82,7.80
2026-01-02,ACHAT,LIN,Linde,33,429.11,6.03
2026-01-02,ACHAT,META,Meta Platforms,28,650.41,7.75
2026-01-02,ACHAT,MSFT,Microsoft,38,472.94,7.65
2026-01-02,ACHAT,NOVO-B.CO,Novo Nordisk,113,330.25,5.00
2026-01-02,ACHAT,OR.PA,L'Oreal,11,364.70,5.00
2026-01-02,ACHAT,PG,Procter & Gamble,93,141.79,5.61
2026-01-02,ACHAT,SAN.PA,Sanofi,63,82.32,5.00
2026-01-02,ACHAT,SAP.DE,SAP,27,201.95,5.00
2026-01-02,ACHAT,UNH,UnitedHealth,37,336.40,5.30
2026-01-02,VENTE,8035.T,Tokyo Electron,32,34320.00,5.00
2026-01-02,VENTE,ASML.AS,ASML,4,986.30,5.00
2026-01-02,VENTE,CAT,Caterpillar,28,598.41,7.13
2026-01-02,VENTE,GOOGL,Alphabet,66,315.15,8.85
2026-01-02,VENTE,LLY,Eli Lilly,16,1080.36,7.36
2026-01-02,VENTE,MC.PA,LVMH,7,641.80,5.00
2026-01-02,VENTE,RIO.L,Rio Tinto,85,5986.00,5.00
2026-01-02,VENTE,UBSG.SW,UBS,201,36.96,5.00
2026-01-06,DIVIDENDE,JPM,JPMorgan Chase,0,484.50,0.00
2026-01-12,DIVIDENDE,IBE.MC,Iberdrola,0,477.92,0.00
2026-01-19,DIVIDENDE,ENEL.MI,Enel,0,821.33,0.00
2026-01-20,DIVIDENDE,CAT,Caterpillar,0,255.19,0.00
2026-01-23,DIVIDENDE,PG,Procter & Gamble,0,751.53,0.00
2026-01-26,DIVIDENDE,RY.TO,Royal Bank of Canada,0,405.08,0.00
2026-01-30,DIVIDENDE,COST,Costco,0,153.40,0.00
2026-02-09,DIVIDENDE,AAPL,Apple,0,96.46,0.00
2026-02-09,DIVIDENDE,ASML.AS,ASML,0,52.80,0.00
2026-02-10,DIVIDENDE,V,Visa,0,182.24,0.00
2026-02-12,DIVIDENDE,XOM,ExxonMobil,0,808.55,0.00
2026-02-13,DIVIDENDE,LLY,Eli Lilly,0,162.62,0.00
2026-02-13,DIVIDENDE,SIE.DE,Siemens,0,706.20,0.00
2026-02-18,DIVIDENDE,CBA.AX,Commonwealth Bank,0,643.90,0.00
2026-02-19,DIVIDENDE,AZN.L,AstraZeneca,0,34771.00,0.00
2026-02-19,DIVIDENDE,MSFT,Microsoft,0,193.83,0.00
2026-02-19,DIVIDENDE,SHEL.L,Shell,0,29263.50,0.00
2026-02-24,DIVIDENDE,JNJ,Johnson & Johnson,0,653.90,0.00
2026-02-26,DIVIDENDE,ULVR.L,Unilever,0,24393.04,0.00
2026-02-27,DIVIDENDE,NEE,NextEra Energy,0,731.40,0.00
2026-03-05,DIVIDENDE,BHP.AX,BHP,0,1184.89,0.00
2026-03-05,DIVIDENDE,RIO.L,Rio Tinto,0,96077.03,0.00
2026-03-09,DIVIDENDE,GOOGL,Alphabet,0,67.41,0.00
2026-03-09,DIVIDENDE,UNH,UnitedHealth,0,663.00,0.00
2026-03-10,DIVIDENDE,CSL.AX,CSL,0,508.56,0.00
2026-03-10,DIVIDENDE,NOVN.SW,Novartis,0,1461.50,0.00
2026-03-11,DIVIDENDE,LIN,Linde,0,376.00,0.00
2026-03-11,DIVIDENDE,NVDA,Nvidia,0,5.06,0.00
2026-03-12,DIVIDENDE,HD,Home Depot,0,678.03,0.00
2026-03-12,DIVIDENDE,HSBA.L,HSBC,0,89281.59,0.00
2026-03-13,DIVIDENDE,KO,Coca-Cola,0,751.01,0.00
2026-03-16,DIVIDENDE,META,Meta Platforms,0,81.38,0.00
2026-03-17,DIVIDENDE,PLD,Prologis,0,861.35,0.00
2026-03-17,DIVIDENDE,TSM,Taiwan Semiconductor (ADR),0,126.19,0.00
2026-03-18,DIVIDENDE,6861.T,Keyence,0,30525.00,0.00
2026-03-20,DIVIDENDE,CNQ.TO,Canadian Natural Resources,0,744.38,0.00
2026-03-23,DIVIDENDE,AVGO,Broadcom,0,184.60,0.00
2026-03-27,DIVIDENDE,NOVO-B.CO,Novo Nordisk,0,5843.25,0.00
2026-03-30,DIVIDENDE,6758.T,Sony,0,19650.00,0.00
2026-03-30,DIVIDENDE,7203.T,Toyota,0,100550.00,0.00
2026-03-30,DIVIDENDE,8035.T,Tokyo Electron,0,67340.00,0.00
2026-03-30,DIVIDENDE,8306.T,Mitsubishi UFJ,0,126429.00,0.00
2026-03-30,DIVIDENDE,9432.T,NTT,0,95930.00,0.00
2026-03-31,DIVIDENDE,TTE.PA,TotalEnergies,0,503.20,0.00
2026-04-01,ACHAT,0700.HK,Tencent,115,496.60,5.00
2026-04-01,ACHAT,6758.T,Sony,359,3372.00,5.00
2026-04-01,ACHAT,9432.T,NTT,5578,155.90,5.00
2026-04-01,ACHAT,AIR.PA,Airbus,39,167.90,5.00
2026-04-01,ACHAT,ALV.DE,Allianz,15,367.70,5.00
2026-04-01,ACHAT,AVGO,Broadcom,43,313.49,5.82
2026-04-01,ACHAT,BABA,Alibaba (ADR),73,123.73,5.00
2026-04-01,ACHAT,CSL.AX,CSL,53,142.17,5.00
2026-04-01,ACHAT,EL.PA,EssilorLuxottica,51,193.95,5.00
2026-04-01,ACHAT,HDB,HDFC Bank (ADR),530,24.90,5.70
2026-04-01,ACHAT,INFY,Infosys (ADR),776,13.30,5.00
2026-04-01,ACHAT,LLY,Eli Lilly,13,954.52,5.36
2026-04-01,ACHAT,MC.PA,LVMH,20,471.10,5.00
2026-04-01,ACHAT,META,Meta Platforms,22,579.23,5.50
2026-04-01,ACHAT,MSFT,Microsoft,65,369.37,10.37
2026-04-01,ACHAT,NOVO-B.CO,Novo Nordisk,325,236.90,5.15
2026-04-01,ACHAT,NVDA,Nvidia,78,175.75,5.92
2026-04-01,ACHAT,SAP.DE,SAP,64,148.86,5.00
2026-04-01,ACHAT,SHOP.TO,Shopify,93,164.70,5.00
2026-04-01,ACHAT,SIE.DE,Siemens,24,215.35,5.00
2026-04-01,ACHAT,SU.PA,Schneider Electric,15,239.95,5.00
2026-04-01,ACHAT,UBSG.SW,UBS,230,31.56,5.00
2026-04-01,ACHAT,ULVR.L,Unilever,138,4187.00,5.00
2026-04-01,ACHAT,UNH,UnitedHealth,74,273.98,8.76
2026-04-01,ACHAT,V,Visa,72,298.51,9.28
2026-04-01,VENTE,1299.HK,AIA Group,315,87.50,5.00
2026-04-01,VENTE,8035.T,Tokyo Electron,19,39280.00,5.00
2026-04-01,VENTE,ASML.AS,ASML,4,1187.60,5.00
2026-04-01,VENTE,BHP.AX,BHP,237,52.56,5.00
2026-04-01,VENTE,CAT,Caterpillar,28,730.32,8.83
2026-04-01,VENTE,CNQ.TO,Canadian Natural Resources,307,64.64,6.17
2026-04-01,VENTE,COST,Costco,14,996.56,6.03
2026-04-01,VENTE,HSBA.L,HSBC,269,1286.60,5.00
2026-04-01,VENTE,IBE.MC,Iberdrola,213,20.07,5.00
2026-04-01,VENTE,JNJ,Johnson & Johnson,82,244.12,8.65
2026-04-01,VENTE,LIN,Linde,26,493.83,5.55
2026-04-01,VENTE,NOVN.SW,Novartis,39,122.90,5.00
2026-04-01,VENTE,RIO.L,Rio Tinto,65,7118.00,5.00
2026-04-01,VENTE,SHEL.L,Shell,149,3443.50,5.00
2026-04-01,VENTE,TTE.PA,TotalEnergies,158,77.56,6.13
2026-04-01,VENTE,VALE,Vale (ADR),707,16.05,5.00
2026-04-01,VENTE,XOM,ExxonMobil,146,160.78,10.14
2026-04-06,DIVIDENDE,JPM,JPMorgan Chase,0,484.50,0.00
2026-04-20,DIVIDENDE,CAT,Caterpillar,0,212.91,0.00
2026-04-20,DIVIDENDE,NESN.SW,Nestlé,0,1686.40,0.00
2026-04-21,DIVIDENDE,AIR.PA,Airbus,0,640.00,0.00
2026-04-21,DIVIDENDE,DG.PA,Vinci,0,1019.10,0.00
2026-04-21,DIVIDENDE,UBSG.SW,UBS,0,1262.63,0.00
2026-04-23,DIVIDENDE,RY.TO,Royal Bank of Canada,0,405.08,0.00
2026-04-24,DIVIDENDE,ASML.AS,ASML,0,78.30,0.00
2026-04-24,DIVIDENDE,PG,Procter & Gamble,0,774.28,0.00
2026-04-28,DIVIDENDE,MC.PA,LVMH,0,532.50,0.00
2026-04-29,DIVIDENDE,OR.PA,L'Oreal,0,640.80,0.00
2026-05-01,DIVIDENDE,COST,Costco,0,152.88,0.00
2026-05-05,DIVIDENDE,EL.PA,EssilorLuxottica,0,692.00,0.00
2026-05-05,DIVIDENDE,SAN.PA,Sanofi,0,1627.40,0.00
2026-05-06,DIVIDENDE,SAP.DE,SAP,0,562.50,0.00
2026-05-08,DIVIDENDE,ALV.DE,Allianz,0,1556.10,0.00
2026-05-11,DIVIDENDE,AAPL,Apple,0,100.17,0.00
